date,plate.SN,well,treatment,dose,units,meanfiringrate_AUC,burst.per.min_AUC,mean.isis_AUC,per.spikes.in.burst_AUC,mean.dur_AUC,mean.IBIs_AUC,nAE_AUC,nABE_AUC,ns.n_AUC,ns.peak.m_AUC,ns.durn.m_AUC,ns.percent.of.spikes.in.ns_AUC,ns.mean.insis_AUC,ns.durn.sd_AUC,ns.mean.spikes.in.ns_AUC,r_AUC,mi_AUC,cv.time_AUC,cv.network_AUC
20140910,MW1008-39,B6,Glyphosate,3,uM,3.556,11.257,0.16,451.02,1.515,211.801,72.5,60,193,77.285,0.872,140.371,206.742,0.161,274.226,1.602,0.024,8.226,10.543
20140910,MW1008-40,B6,Glyphosate,3,uM,6.974,20.278,0.209,421.512,2.379,169.011,76,66,450,62.3,1.121,103.647,106.672,0.517,186.396,1.348,0.042,4.721,8.265
20140910,MW1008-68,B6,Glyphosate,3,uM,2.373,6.372,0.155,222.51,1.225,182.792,17,12,19.5,9.462,0.182,14.726,90.106,0.064,29.769,0.388,0.005,8.34,10.708
20140910,MW1008-39,C6,Haloperidol,3,uM,0.931,3.004,0.071,234.374,0.517,259.856,51.5,27,133,52.708,0.466,194.407,102.952,0.062,172.013,1.399,0.008,1.962,2.696
20140910,MW1008-40,C6,Haloperidol,3,uM,1.245,6.971,0.107,273.713,0.564,168.866,36,25.5,104,39.227,0.562,36.104,225.298,0.098,54.477,0.429,0.006,2.667,2.907
20140910,MW1008-68,C6,Haloperidol,3,uM,1.969,10.36,0.069,293.714,0.46,100.435,60,48,262.5,57.097,0.565,181.569,54.741,0.097,194.883,1.555,0.028,0.812,2.431
20151014,MW1076-44,C1,Heptachlor epoxide,3,uM,11.655,23.486,0.261,429.854,6.125,205.511,85.5,73.5,345.5,75.928,1.11,48.748,347.81,0.259,276.161,1.078,0.048,2.261,12.032
20150128,MW1007-109,C6,Heptachlor epoxide,3,uM,14.471,28.038,0.137,718.848,2.827,204.896,122,122,433.5,121.796,2.416,183.587,206.936,0.467,907.877,3.416,0.154,2.926,22.689
20150128,MW1008-1,C6,Heptachlor epoxide,3,uM,10.623,28.41,0.186,687.22,2.432,202.34,119,112.5,508,113.481,1.923,193.11,181.07,0.372,555.581,2.692,0.105,2.831,19.474
20150128,MW1008-40,C6,Heptachlor epoxide,3,uM,14.971,28.166,0.154,656.064,3.033,210.272,107,96.5,466.5,102.156,2.179,196.148,183.757,0.457,801.364,2.695,0.162,4.805,19.584
20151014,MW1076-42,C7,Heptachlor epoxide,3,uM,13.771,26.975,0.296,338.604,3.48,137.717,99.5,82,440,79.163,1.169,51.472,245.088,0.539,275.078,1.129,0.059,5.627,18.563
20151014,MW1076-43,C8,Heptachlor epoxide,3,uM,16.001,29.284,0.228,332.705,3.427,205.595,103.5,94,555,78.345,1.094,49.534,258.66,0.489,261.014,0.999,0.053,3.798,19.327
20150805,MW1040-12,A1,Hexachlorophene,3,uM,103.024,1.237,0.134,49.012,1.83,80.772,6,3,1.5,7.5,0.175,0.534,0,0,22.5,0.044,0,1.837,2.266
20150805,MW1040-11,A8,Hexachlorophene,3,uM,14.338,0.45,0,0,0,0,3,0,4.5,7.5,0.302,10.316,155.738,0.044,18.5,0.079,0,3.723,4.633
20150805,MW1040-12,B1,Hydroxyurea,3,uM,495.901,22.118,0.227,385.794,2.133,163.107,88,73.5,817,65.186,0.875,131.542,95.981,0.395,187.815,1.356,0.051,6.143,21.93
20150805,MW1040-11,B8,Hydroxyurea,3,uM,517.286,18.192,0.361,437.26,4.559,340.864,80.5,72.5,602.5,74.038,1.137,102,469.687,0.447,185.799,1.062,0.03,5.538,20.773
20150128,MW1007-109,D6,Imidacloprid,3,uM,10.045,26.16,0.189,687.633,2.933,233.424,114.5,109.5,462.5,103.813,1.872,165.429,193.843,0.422,501.615,2.376,0.083,4.774,19.813
20150128,MW1008-1,D6,Imidacloprid,3,uM,7.622,25.368,0.211,743.245,2.451,194.958,93,76.5,486.5,88.915,1.669,172.941,204.648,0.396,297.208,1.875,0.05,4.277,9.442
20150128,MW1008-40,D6,Imidacloprid,3,uM,12.243,27.315,0.185,661.596,2.559,187.312,88,83.5,457,73.987,1.265,122.307,82.661,0.48,387.554,1.729,0.086,6.117,18.209
20150401,MW1053-26,E6,Isoniazid,3,uM,7.139,16.913,0.328,308.053,2.657,220.494,62,47.5,169,60.253,0.928,69.576,852.331,0.271,157.119,0.713,0.012,5.799,17.382
20150401,MW1053-31,E6,Isoniazid,3,uM,5.543,13.464,0.484,346.463,2.937,412.252,72.5,65.5,271,63.18,0.946,98.707,280.832,0.338,198.345,0.858,0.019,6.463,17.247
20150401,MW1053-33,E6,Isoniazid,3,uM,8.707,24.446,0.438,491.276,4.01,319.098,99,92.5,305.5,73.374,1.077,99.524,167.205,0.498,259.357,1.365,0.033,5.312,20.133
20140910,MW1008-39,D6,Ketamine,3,uM,4.969,18.986,0.21,412.394,1.937,185.864,70.5,64.5,393.5,72.723,0.895,114.243,152.944,0.183,196.2,1.226,0.021,2.803,7.623
20140910,MW1008-40,D6,Ketamine,3,uM,5.378,21.145,0.282,588.32,2.564,365.421,91,87,430,95.334,1.167,175.453,632.14,0.236,307.575,1.918,0.038,4.33,6.616
20140910,MW1008-68,D6,Ketamine,3,uM,5.244,16.898,0.178,431.183,1.804,176.532,88,82,443.5,101.131,1.049,225.308,306.929,0.217,346.659,2.127,0.045,4.368,8.61
20141231,MW1045-02,A6,Lactofen,3,uM,7.564,15.624,0.293,323.309,2.937,257.427,60.5,53.5,198,48.958,1.026,54.395,108.79,0.262,217.175,0.778,0.032,3.684,8.278
20141231,MW1045-06,A6,Lactofen,3,uM,8.583,16.151,0.22,429.212,3.116,172.621,92,88,253.5,80.524,1.72,65.832,171.131,0.671,306.659,1.857,0.072,2.676,12.091
20141231,MW1045-09,A6,Lactofen,3,uM,8.429,15.278,0.244,377.394,3.605,183.808,84,72,237.5,65.164,1.21,67.019,212.126,0.502,204.412,1.172,0.032,5.382,13.856
20141029,MW1008-42,A6,Lead acetate,3,uM,19.659,47.805,0.378,542.975,4.68,153.143,129,111.5,1324.5,106.633,1.548,135.972,482.264,0.795,399.639,2.304,0.133,3.323,14.895
20141029,MW1008-41,C6,Lead acetate,3,uM,13.538,36.696,0.243,530.171,3.23,159.755,116.5,109.5,618,94.972,1.637,107.042,181.4,0.581,413.487,1.893,0.085,2.767,9.616
20141029,MW1008-42,E6,Lead acetate,3,uM,22.057,42.956,0.345,545.622,10.171,174.657,121,121,762,104.098,2.094,119.434,199.856,0.824,455.83,2.16,0.11,3.186,14.15
20150128,MW1007-109,E6,Lindane,3,uM,9.791,24.605,0.266,653.088,2.829,265.67,118.5,114,308.5,120.706,1.974,150.549,259.697,0.366,642.755,2.785,0.089,3.495,19.259
20150128,MW1008-1,E6,Lindane,3,uM,6.27,21.978,0.423,552.161,3.102,255.716,82.5,66.5,529.5,60.908,0.967,121.63,92.714,0.33,168.033,1.131,0.034,4.701,17.782
20150128,MW1008-40,E6,Lindane,3,uM,5.455,14.992,0.14,500.401,1.695,146.647,76.5,57.5,285,69.852,1.141,153.419,119.998,0.206,383.336,1.485,0.059,2.707,14.948
20141203,MW1042-42,D6,Loperamide,3,uM,0.185,0.63,0.035,136.267,0.473,134.851,3,1.5,12,21,0.108,87.975,132.139,0.027,78.188,0.797,0,1.297,5.44
20141203,MW1042-43,D6,Loperamide,3,uM,0.131,0.18,0,0,0,0,1.5,0,12,19.312,0.116,80.246,142.661,0.024,53.062,0.586,0,1.38,5.447
20141203,MW1042-44,D6,Loperamide,3,uM,0.138,0.576,0.019,134.536,0.129,145.933,7.5,3,13.5,23.833,0.129,85.451,126.984,0.026,92.667,0.787,0,1.191,5.458
20140910,MW1008-39,E6,Loperamide,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140910,MW1008-40,E6,Loperamide,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140910,MW1008-68,E6,Loperamide,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140910,MW1008-39,F7,Maneb,3,uM,8.915,25.327,0.358,516.432,3.434,295.358,99.5,86.5,414,98.602,1.459,115.705,515.68,0.402,331.303,1.769,0.051,5.018,7.76
20140910,MW1008-40,F7,Maneb,3,uM,7.92,21.947,0.163,459.518,2.119,135.556,89,79.5,475,94.891,1.295,159.61,489.536,0.325,345.691,1.721,0.052,4.305,6.389
20140910,MW1008-68,F7,Maneb,3,uM,10.701,27.469,0.194,456.298,2.781,121.925,97.5,85.5,496.5,107.845,1.526,145.703,295.016,0.447,437.003,1.991,0.066,3.99,8.56
20160511,MW1112-18,E1,Manganese,3,uM,1473.455,43.988,0.243,638.325,7.165,166.291,131,123.5,1117,114.423,1.88,124.928,168.272,0.962,566.405,2.729,0.183,2.924,18.031
20160511,MW1112-16,E7,Manganese,3,uM,624.638,23.972,0.252,665.107,4.344,236.742,121,121,534,109.184,1.747,154.594,205.725,0.841,501.129,2.573,0.084,3.753,23.258
20160511,MW1112-17,E8,Manganese,3,uM,1158.367,42.453,0.294,595.169,4.42,173.216,118.5,111,1008.5,101.353,1.267,125.86,255.676,0.744,371.509,2.68,0.148,3.807,21.795
20150805,MW1040-12,D1,Methotrexate,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150805,MW1040-11,D8,Methotrexate,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-02,F6,Methylchloroisothiazolinone,3,uM,14.809,28.507,0.285,406.546,4.104,103.864,83,74,279,65.89,1.861,65.459,269.591,0.635,273.938,1.208,0.047,6.43,15.198
20141231,MW1045-06,F6,Methylchloroisothiazolinone,3,uM,7.959,17.661,0.237,415.446,2.705,187.725,89,77.5,278,71.943,1.649,81.684,317.113,0.35,281.798,1.631,0.055,3.896,15.53
20141231,MW1045-09,F6,Methylchloroisothiazolinone,3,uM,5.884,12.979,0.278,332.354,2.324,200.232,69,56.5,229.5,48.325,0.794,73.671,78.952,0.195,202.841,0.964,0.031,7.044,23.723
20141029,MW1036-8,D7,Methylmercury,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141029,MW1036-8,E7,Methylmercury,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141029,MW1036-8,F7,Methylmercury,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150128,MW1008-37,B6,Mevastatin,3,uM,1.052,0.225,0,0,0,0,6.5,0,0,0,0,0,0,0,0,-0.002,0,7.068,11.073
20150128,MW1008-41,B6,Mevastatin,3,uM,5.364,4.734,0.638,90.282,6.805,207.287,12,5.5,0,0,0,0,0,0,0,-0.001,0,12.154,16.219
20150128,MW1008-42,B6,Mevastatin,3,uM,10.869,38.595,0.211,180.901,1.208,72.337,12.5,5,0,0,0,0,0,0,0,0.013,0,15.085,19.52
20160601,MW1062-44,D1,Naloxone,3,uM,372.856,13.689,0.13,431.518,2.429,196.01,85.5,81.5,433,82.456,1.217,147.857,144.323,0.467,387.721,1.959,0.063,2.409,13.751
20160601,MW1062-29,D7,Naloxone,3,uM,258.144,10.205,0.196,345.375,2.692,246.529,56,52,348.5,55.56,1.158,108.026,192.178,0.286,157.696,0.92,0.023,4.251,15.287
20160601,MW1062-43,D8,Naloxone,3,uM,1237.452,34.271,0.461,440.108,4.364,213.01,93,82.5,448,77.56,1.15,100.78,143.526,0.501,338.703,1.766,0.078,7.296,18.777
20141029,MW1008-42,B6,Nicotine,3,uM,15.367,36.14,0.416,541.871,5.685,233.377,118,113,676.5,110.951,1.462,103.782,351.141,0.464,491.843,1.922,0.074,3.053,12.315
20141029,MW1008-41,D6,Nicotine,3,uM,11.421,31.346,0.287,569.922,3.523,173.553,110.5,109,547,93.153,1.587,109.936,219.971,0.449,415.438,1.542,0.053,3.485,16.859
20141029,MW1008-42,F6,Nicotine,3,uM,23.332,54.427,0.357,533.292,4.702,195.197,110,100.5,1059.5,96.36,1.595,117.041,352.281,0.77,364.985,2.057,0.131,3.536,18.368
20160511,MW1112-18,B1,Paraquat,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160511,MW1112-16,B7,Paraquat,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160511,MW1112-17,B8,Paraquat,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150401,MW1053-26,F7,PBDE-47,3,uM,4.121,10.725,0.228,242.004,2.294,112.419,48.5,38,247.5,33.67,0.587,59.364,73.866,0.331,72.434,0.623,0.016,4.573,13.765
20150401,MW1053-31,F7,PBDE-47,3,uM,8.069,18.853,0.443,455.031,4.343,258.958,65,47.5,332,50.874,0.881,106.568,205.114,0.392,151.742,0.872,0.029,6.128,19.28
20150401,MW1053-33,F7,PBDE-47,3,uM,7.321,16.159,0.41,496.778,3.703,412.47,68.5,53.5,501.5,54.453,0.759,113.071,164.776,0.431,146.252,1.023,0.036,6.577,18.528
20160511,MW1112-18,A1,Permethrin,3,uM,1319.915,43.523,0.293,633.1,5.642,208.879,133.5,128.5,1200,111.149,1.827,110.672,220.248,0.883,444.004,2.35,0.135,3.297,18.701
20160511,MW1112-16,A7,Permethrin,3,uM,619.89,23.791,0.245,631.334,3.804,232.68,113.5,108.5,926.5,104.505,1.456,170.342,200.105,0.672,369.007,2.299,0.08,3.452,20.805
20160511,MW1112-17,A8,Permethrin,3,uM,1286.813,44.124,0.367,592.732,5.845,215.224,121,116,1379.5,117.178,1.35,150.65,245.364,0.698,467.296,2.55,0.151,3.521,20.995
20150909,MW1047-30,D1,Phenobarbital,3,uM,32.201,63.342,0.549,517.429,9.073,97.643,126,108.5,2276.5,73.479,0.713,140.185,19.941,0.503,233.774,1.761,0.148,2.828,17.256
20150909,MW1047-22,D7,Phenobarbital,3,uM,10.208,24.76,0.503,436.223,4.265,248.941,98.5,88,718.5,67.198,0.939,139.64,90.512,0.501,231.794,1.675,0.062,4.534,21.377
20150909,MW1047-29,D8,Phenobarbital,3,uM,13.638,33.934,0.392,448.031,3.918,259.224,107.5,89,1680,63.003,0.661,183.976,23.877,0.398,189.482,1.549,0.089,3.397,10.742
20151014,MW1076-44,D1,Phenol,3,uM,16.178,30.057,0.392,316.365,4.808,146.137,97.5,80,617,80.017,1.345,53.774,341.454,0.607,336.868,0.812,0.041,5.013,18.651
20151014,MW1076-42,D7,Phenol,3,uM,10.298,18.32,0.262,328.397,2.708,275.388,90.5,76,383,65.436,0.917,47.463,263.464,0.343,191.159,0.977,0.033,6.426,17.655
20151014,MW1076-43,D8,Phenol,3,uM,12.995,25.209,0.378,342.024,5.491,193.215,90.5,74,690,70.262,0.945,56.035,464.161,0.388,222.984,1.07,0.043,8.176,26.439
20141015,MW1007-107,A6,Saccharin,3,uM,15.94,28.068,0.573,518.177,7.319,217.22,109.5,95,292.5,78.966,1.702,66.65,123.859,0.725,429.939,1.555,0.079,4.143,11.14
20141015,MW1007-108,A6,Saccharin,3,uM,12.82,25.431,0.376,507.659,4.378,140.708,116,99,544.5,79.629,1.348,81.067,96.871,0.711,270.001,1.648,0.073,4.932,12.445
20141015,MW1008-39,A6,Saccharin,3,uM,12.355,21.083,0.138,517.316,3.7,128.41,111,96,383.5,87.315,1.578,98.716,118.025,0.831,491.229,2.706,0.125,4.271,11.491
20160511,MW1112-18,C1,Sodium Arsenate,3,uM,472.942,2.07,0.4,11.51,2,75.383,4.5,2.5,0,0,0,0,0,0,0,0,0,1.464,3.635
20160511,MW1112-16,C7,Sodium Arsenate,3,uM,256.524,0.6,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0.354,1.816
20160511,MW1112-17,C8,Sodium Arsenate,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20151014,MW1076-44,E1,Sodium benzoate,3,uM,15.33,28.14,0.421,273.765,5.388,167.506,86.5,71,569.5,64.12,0.791,48.426,465.784,0.34,186.146,0.781,0.045,5.125,15.531
20151014,MW1076-42,E7,Sodium benzoate,3,uM,6.899,16.941,0.255,320.823,3.077,260.564,73.5,63,427.5,69.104,0.901,85.865,319.162,0.285,206.987,1.231,0.045,3.191,15.224
20151014,MW1076-43,E8,Sodium benzoate,3,uM,10.728,23.176,0.262,293.711,2.792,223.344,104,86,486,76.019,0.914,56.71,260.122,0.379,234.737,0.896,0.037,3.751,19.525
20160511,MW1112-18,D1,Sodium Fluoride,3,uM,1436.455,46.288,0.252,625.501,5.237,195.926,131,123.5,699.5,124.174,2.135,104.124,269.209,0.741,571.331,2.838,0.192,2.787,20.233
20160511,MW1112-16,D7,Sodium Fluoride,3,uM,743.774,32.296,0.265,665.978,3.561,211.009,122.5,116,759,107.802,1.637,154.887,193.065,0.577,426.429,2.454,0.102,3.811,23.223
20160511,MW1112-17,D8,Sodium Fluoride,3,uM,1006.81,44.442,0.27,631.332,3.76,199.267,126,116,1182.5,100.979,1.244,154.956,201.304,0.696,368.3,2.587,0.131,2.943,22.153
20141203,MW1042-42,E6,Sodium Orthovanadate,3,uM,9.149,24.22,0.426,639.868,6.476,183.289,103,91,264,80.851,1.312,116.73,145.901,0.461,344.824,1.957,0.054,4.319,20.085
20141203,MW1042-43,E6,Sodium Orthovanadate,3,uM,9.053,23.621,0.161,473.008,2.414,131.684,106,96,566.5,83.242,1.096,124.099,104.995,0.488,321.39,2.234,0.081,5.241,13.065
20141203,MW1042-44,E6,Sodium Orthovanadate,3,uM,11.828,31.171,0.355,477.359,2.881,275.77,109.5,97.5,908,78.693,0.923,139.797,91.559,0.305,314.638,1.97,0.079,4.73,16.071
20141029,MW1008-41,A6,Sorbitol,3,uM,22.767,51.139,0.167,630.487,3.175,92.132,120,120,847.5,101.441,1.768,162.117,67.122,0.647,630.321,2.929,0.19,1.576,8.86
20141029,MW1008-42,C6,Sorbitol,3,uM,17.392,38.463,0.343,609.882,4.964,180.428,122.5,117.5,429.5,116.214,2.312,101.349,295.159,0.955,603.929,2.034,0.094,2.72,18.643
20141029,MW1008-41,E6,Sorbitol,3,uM,9.927,24.831,0.195,616.984,3.513,193.248,113,106,427.5,101.859,1.487,119.073,199.962,0.447,503.263,2.248,0.072,2.893,16.553
20151014,MW1076-44,F1,Sorbitol,3,uM,13.135,25.398,0.351,262.409,4.312,198.051,78,61,654.5,73.346,0.756,39.682,277.756,0.228,207.798,0.376,0.016,7.025,19.557
20151014,MW1076-42,F7,Sorbitol,3,uM,12.859,18.736,0.817,335.444,39.991,392.412,85.5,68,417,68.779,0.971,50.872,884.423,0.346,226.299,0.719,0.025,4.889,20.844
20151014,MW1076-43,F8,Sorbitol,3,uM,16.659,29.701,0.595,335.926,7.684,417.239,86.5,69.5,745.5,73.837,0.891,41.014,510.225,0.308,206.983,0.648,0.029,6.74,14.439
20150128,MW1007-109,F6,Spiroxamine,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150128,MW1008-1,F6,Spiroxamine,3,uM,0.35,0.15,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,9.274,11.444
20150128,MW1008-40,F6,Spiroxamine,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141015,MW1007-107,D6,t-retinoic acid,3,uM,9.429,14.604,0.482,487.779,5.065,495.578,98,88,136,90.62,1.359,113.211,331.315,0.391,770.075,1.972,0.063,5.925,15.8
20141015,MW1007-108,D6,t-retinoic acid,3,uM,7.748,14.126,0.402,481.081,4.594,343.289,107,95,176,78.492,0.975,99.082,296.293,0.425,509.944,1.62,0.045,3.944,15.131
20141015,MW1008-39,D6,t-retinoic acid,3,uM,8.141,14.2,0.591,506.333,4.982,354.154,100,91,205,90.797,1.238,125.952,249.151,0.425,631.535,2.472,0.086,5.514,18.922
20150128,MW1008-37,D6,TCEP,3,uM,12.059,27.455,0.321,620.938,4.352,230.549,116.5,111.5,391.5,97.739,2.458,98.254,273.822,0.914,386.337,1.948,0.074,3.501,17.327
20150128,MW1008-41,D6,TCEP,3,uM,5.709,17.583,0.308,312.41,2.231,139.64,68.5,50,352,46.211,0.556,82.328,47.831,0.179,131.265,0.698,0.02,3.195,11.607
20150128,MW1008-42,D6,TCEP,3,uM,17.891,42.051,0.188,658.626,3.146,203.118,111,103.5,655.5,109.261,1.776,188.307,158.909,0.565,574.341,2.673,0.146,4.059,15.017
20150128,MW1008-37,E6,TDCPP,3,uM,9.454,23.533,0.289,566.433,3.378,235.243,113.5,104,467,94.31,1.854,129.103,91.199,0.532,344.216,2.005,0.067,3.987,18.82
20150128,MW1008-41,E6,TDCPP,3,uM,0.926,0.045,0,0,0,0,3,0,0,0,0,0,0,0,0,0.03,0,2.62,2.968
20150128,MW1008-42,E6,TDCPP,3,uM,21.445,45.441,0.268,641.631,3.575,170.493,126,113.5,911,111.949,2.096,128.141,205.714,0.812,460.464,2.715,0.178,3.058,14.359
20151125,MW1086-39,F7,TDCPP,3,uM,11.274,25.086,0.346,483.171,3.393,293.158,108.5,97,521.5,100.234,1.733,86.974,922.882,0.617,335.496,1.63,0.056,3.676,20.12
20151125,MW1086-41,F8,TDCPP,3,uM,9.2,22.706,0.277,547.386,3.112,305.023,114,104.5,319,109.364,2.005,107.276,340.822,0.555,476.125,1.631,0.046,4.408,18.414
20150805,MW1040-12,E1,Tebuconazole,3,uM,351.743,12.399,0.218,508.745,2.744,493.604,54,48.5,171.5,69.18,1.302,169.699,535.603,0.357,354.323,1.652,0.039,8.376,13.807
20150805,MW1040-11,E8,Tebuconazole,3,uM,312.971,9.448,0.119,449.196,1.958,304.972,93,83.5,163,104.853,1.403,143.773,663.043,0.28,552.993,2.164,0.039,6.538,20.493
20141015,MW1007-107,B6,Terbutaline,3,uM,13.138,20.551,0.515,467.286,5.467,315.947,101.5,94.5,234.5,86.496,1.719,71.187,161.053,0.608,457.991,1.885,0.075,5.204,16.101
20141015,MW1007-108,B6,Terbutaline,3,uM,6.301,15.11,0.157,458.609,2.409,170.993,92.5,88.5,219,79.871,1.459,77.388,166.849,0.357,311.813,1.62,0.044,3.101,7.884
20141015,MW1008-39,B6,Terbutaline,3,uM,9.606,18.726,0.173,506.253,3.57,161.969,101,94,406,83.665,1.368,118.558,121.821,0.834,438.352,2.471,0.094,5.314,17.405
20151125,MW1086-39,A7,Tetrabromobisphenol A,3,uM,9.389,19.948,0.297,528.591,3.582,329.793,110.5,100.5,259,109.381,2.088,109.855,483.483,0.544,525.995,1.724,0.051,4.644,18.205
20151125,MW1086-41,A8,Tetrabromobisphenol A,3,uM,10.335,19.913,0.274,516.803,4.542,312.81,98.5,83.5,259,104.639,1.873,91.466,441.703,0.447,445.153,1.801,0.05,5.695,21.413
20141203,MW1042-42,F6,Tetrabromobisphenol A,3,uM,16.22,34.352,0.294,589.546,4.586,206.046,122.5,122.5,777,105.741,1.853,122.734,206.563,0.827,406.964,2.433,0.112,3.667,17.157
20141203,MW1042-43,F6,Tetrabromobisphenol A,3,uM,12.31,26.73,0.245,631.966,4.207,257.086,120,110,543.5,110.494,1.859,131.296,282.85,0.658,477.4,2.505,0.091,4.056,12.008
20141203,MW1042-44,F6,Tetrabromobisphenol A,3,uM,14.185,33.688,0.28,575.381,3.93,250.317,105.5,100.5,1144.5,97.517,1.47,151.766,307.062,0.612,344.294,2.121,0.094,3.735,18.671
20150805,MW1040-12,F1,Thalidomide,3,uM,300.431,13.057,0.364,535.991,3.924,498.562,78,74,326.5,65.673,0.934,127.509,178.79,0.388,225.488,1.288,0.041,7.278,25.027
20150805,MW1040-11,F8,Thalidomide,3,uM,694.143,24.822,0.245,539.245,3.075,353.467,107,102.5,985.5,105.837,1.3,183.813,309.444,0.618,395.655,2.489,0.099,5.29,20.087
20141015,MW1007-107,C6,Thiouracil,3,uM,9.921,17.91,0.209,470.181,3.645,168.202,102,90,232.5,86.454,1.616,73.639,181.156,0.467,394.342,1.704,0.059,4.943,10.468
20141015,MW1007-108,C6,Thiouracil,3,uM,7.965,16.027,0.236,627.963,3.133,233.727,107,97,180.5,88.23,1.552,89.225,210.669,0.301,512.11,2.009,0.051,4.538,16.484
20141015,MW1008-39,C6,Thiouracil,3,uM,7.036,13.917,0.201,447.72,3.981,185.962,94,86,287,79.084,1.601,62.239,143.901,0.695,234.73,1.583,0.051,1.94,14.041
20151125,MW1086-39,E7,TPP,3,uM,5.299,16.717,0.225,661.11,2.456,281.3,100,79,341.5,93.56,1.557,146.794,690.207,0.331,331.299,1.858,0.04,4.837,22.536
20151125,MW1086-41,E8,TPP,3,uM,8.05,19.981,0.308,494.678,3.257,307.917,104,98,328,105.909,1.651,103.781,639.609,0.465,368.865,1.655,0.039,6.208,20.855
20150128,MW1008-37,F6,TPP,3,uM,17.034,39.9,0.353,611.107,4.426,147.71,109,102,785.5,87.263,2.113,118.505,218.589,0.898,329.238,2.008,0.101,2.927,16.421
20150128,MW1008-41,F6,TPP,3,uM,1.481,5.233,0.098,103.365,0.908,38.107,10.5,9,15,8.85,0.277,3.202,129.808,0.051,19.95,0.063,0.001,1.593,3.243
20150128,MW1008-42,F6,TPP,3,uM,18.659,38.466,0.251,690.689,3.942,159.121,107.5,98,730.5,98.253,2.024,130.073,205.742,0.955,446.451,2.934,0.174,3.757,21.341
20160601,MW1062-43,F1,Triethyltin bromide,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160601,MW1062-44,F2,Triethyltin bromide,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160601,MW1062-29,F8,Triethyltin bromide,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141015,MW1007-107,E7,Trimethyltin,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141015,MW1007-108,E7,Trimethyltin,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141015,MW1008-39,E7,Trimethyltin,3,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160511,MW1112-16,F3,Valproate,3,uM,748.735,27.96,0.231,684.327,4.101,199.641,128.5,126,759.5,113.417,1.705,150.451,171.327,0.718,462.701,2.914,0.112,3.674,22.891
20160511,MW1112-17,F4,Valproate,3,uM,1191.98,41.074,0.234,620.414,3.942,189.162,128.5,123.5,853,123.839,1.697,147.662,185.491,0.717,596.765,3.207,0.177,2.859,17.827
20160511,MW1112-18,F5,Valproate,3,uM,1019.697,37.742,0.213,676.188,3.752,184.523,131,123.5,1154.5,110.848,1.646,150.747,192.497,0.675,479.89,2.816,0.144,3.034,17.631
20141015,MW1007-107,F6,Valproic acid,3,uM,16.366,23.916,0.406,537.882,10.867,163.849,98.5,82,246,74.77,1.646,63.739,150.637,0.653,403.258,1.521,0.068,5.31,15.69
20141015,MW1007-108,F6,Valproic acid,3,uM,12.553,24.397,0.229,396.786,3.652,138.235,98,88,415.5,73.935,1.343,72.766,99.113,0.566,283.129,1.603,0.077,3.799,14.013
20141015,MW1008-39,F6,Valproic acid,3,uM,11.36,19.764,0.205,485.601,4.369,151.139,82,79.5,492,71.231,1.228,91.367,118.383,0.577,269.521,1.915,0.074,5.396,16.5
20150128,MW1008-37,C7,1-2-PropyleneGlycol,10,uM,16.033,32.303,0.218,698.041,4.075,172.853,136,131,613.5,117.946,2.129,130.107,166.499,0.841,577.428,3.152,0.155,2.549,19.738
20150128,MW1008-41,C7,1-2-PropyleneGlycol,10,uM,12.822,42.417,0.223,426.037,1.94,88.239,86,70.5,899.5,74.325,1.04,135.476,63.353,0.251,281.612,1.379,0.076,2.607,16.035
