"dataset","mea_treatment_name","updated_treatment_name","PREFERRED_NAME","casn","dsstox_substance_id","spid","ALIQUOT_PLATE_BARCODE","filename","notes"
"ToxCast2016","Pyraclostrobin","Pyraclostrobin","Pyraclostrobin","175013-18-0","DTXSID7032638","TP0001649F09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Reserpine","Reserpine","Reserpine","50-55-5","DTXSID7021237","TP0001649A03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Resmethrin","Resmethrin","Resmethrin","10453-86-8","DTXSID7022253","TP0001649B12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Rotenone - ToxCast G-8","Rotenone","Rotenone","83-79-4","DTXSID6021248","TP0001649H01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","In 20171011, Rotenone was tested alongside compounds from other sources. This sample of Rotenone is from ToxCast, plate location: E11"
"ToxCast2016","S-Bioallethrin","S-Bioallethrin","S-Bioallethrin","28434-00-6","DTXSID2039336","TP0001649B01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Simvastatin","Simvastatin","Simvastatin","79902-63-9","DTXSID0023581","TP0001649C08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Spirodiclofen","Spirodiclofen","Spirodiclofen","148477-71-8","DTXSID6034928","TP0001649D12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","TBHQ","tert-Butylhydroquinone","tert-Butylhydroquinone","1948-33-0","DTXSID6020220","TP0001649C03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper as teh PREFERRED_NAME and Common name"
"ToxCast2016","Tamoxifen","Tamoxifen","Tamoxifen","10540-29-1","DTXSID1034187","TP0001649B03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Tefluthrin","Tefluthrin","Tefluthrin","79538-32-2","DTXSID5032577","TP0001649E08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Tetracycline","Tetracycline","Tetracycline","60-54-8","DTXSID7023645","TP0001649E03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Tetramethrin","Tetramethrin","Tetramethrin","7696-12-0","DTXSID6032649","TP0001649A11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Thiacloprid","Thiacloprid","Thiacloprid","111988-49-9","DTXSID7034961","TP0001649E07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Thiamethoxam","Thiamethoxam","Thiamethoxam","153719-23-4","DTXSID2034962","TP0001649E10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Tributyltin chloride","Tributyltin chloride","Tributyltin chloride","1461-22-9","DTXSID3027403","TP0001649C09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Tributyltin methylacrylate","Tributyltin methacrylate","Tributyltin methacrylate","2155-70-6","DTXSID9035204","TP0001649D04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","'Tributyltin methylacrylate' does not seem to be a chemical at all"
"ToxCast2016","Triclosan","Triclosan","Triclosan","3380-34-5","DTXSID5032498","TP0001649H12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Trifloxystrobin","Trifloxystrobin","Trifloxystrobin","141517-21-7","DTXSID4032580","TP0001649G10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Triphenyl phosphite","Triphenyl phosphite","Triphenyl phosphite","101-02-0","DTXSID0026252","TP0001649E09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA
"ToxCast2016","Valinomycin - NTP","Valinomycin","Valinomycin","2001-95-8","DTXSID9041150","EX000362",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","In 20171011, Valinomycin was tested alongside compounds from other sources. This sample of Valinomycin is from NTP91, plate location: H1"
"ToxCast2016","op-DDT","o,p'-DDT","o,p'-DDT","789-02-6","DTXSID6022345","TP0001649G03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",""
"ToxCast2016","pp-DDD","p,p'-DDD","p,p'-DDD","72-54-8","DTXSID4020373","TP0001649A09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",""
"ToxCast2016","pp-DDE","p,p'-DDE","p,p'-DDE","72-55-9","DTXSID9020374","TP0001649C02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",""
"ToxCast2016","pp-DDT","p,p'-DDT","p,p'-DDT","50-29-3","DTXSID4020375","TP0001649D03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",""
