"PREFERRED_NAME","EPA_SAMPLE_ID","treatment","filename","primary_dataset","ALIQUOT_PLATE_BARCODE","ALIQUOT_WELL_ID","ALIQUOT_CONC","ALIQUOT_CONC_UNIT","TARGET_CONC","TARGET_CONC_UNIT","ALIQUOT_VOLUME","ALIQUOT_VOLUME_UNIT","ALIQUOT_SOLVENT","ALIQUOT_DATE","BOTTLE_ID","pd_sample_id","gsid","ALIQUOT_VIAL_BARCODE","pd_sample","LOCATION","MW","Supplier","Lot.Number","CoA.Purity.(%)","Determined.Purity.(%)","Culture","chid","stkc","stkc_unit","tested_conc_unit","casn","chnm","dsstox_substance_id","notes","Solvent.used"
"Diazoxon","EX000483","Diazoxon","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","10","100","mM",100,"mM",100,"uL","-","-","EX000483",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,37523,100,"mM","uM","962-58-3","Diazoxon","DTXSID5037523","",NA
"Diazoxon","TT0000177G01","Diazoxon","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","G01","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,37523,"112921049",NA,"",NA,NA,NA,NA,NA,NA,37523,100,"mM","uM","962-58-3","Diazoxon","DTXSID5037523","",NA
"Dibenz(a,h)anthracene","EX000326","Dibenz(a,h)anthracene","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E1","278.35","Supelco","LB61760","99.9","98.73",20160803,20409,10.1000003814697,"mM","uM","53-70-3","Dibenz(a,h)anthracene","DTXSID9020409","",NA
"Dibenz[a,c]anthracene","EX000327","Dibenz[a,c]anthracene","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.899999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E2","278.35000000000002","MRIGlobal","ET11-106-1","> 99",NA,20160803,49245,19.8999996185303,"mM","uM","215-58-7","Dibenz[a,c]anthracene","DTXSID9049245","",NA
"Dichlorvos","EX000484","Dichlorvos","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","11","100","mM",100,"mM",100,"uL","-","-","EX000484",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20449,100,"mM","uM","62-73-7","Dichlorvos","DTXSID5020449","",NA
"Dichlorvos","TT0000177C01","Dichlorvos","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","C01","10","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,20449,"112921002",NA,"",NA,NA,NA,NA,NA,NA,20449,10,"mM","uM","62-73-7","Dichlorvos","DTXSID5020449","",NA
"Dicrotophos","EX000485","Dicrotophos","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","12","100","mM",100,"mM",100,"uL","-","-","EX000485",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23914,100,"mM","uM","141-66-2","Dicrotophos","DTXSID9023914","",NA
"Dicrotophos","TT0000177H03","Dicrotophos","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","H03","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,23914,"112921040",NA,"",NA,NA,NA,NA,NA,NA,23914,100,"mM","uM","141-66-2","Dicrotophos","DTXSID9023914","",NA
"Dieldrin","EX000329","Dieldrin","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E4","380.91","Sigma-Aldrich","01720DT","92.9",NA,NA,20453,20,"mM","uM","60-57-1","Dieldrin","DTXSID9020453","",NA
"Dieldrin","EX000417","Dieldrin","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","47","20","mM",20,"mM",100,"uL","-","-","EX000417",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20453,20,"mM","uM","60-57-1","Dieldrin","DTXSID9020453","","DMSO"
"Diethylene glycol","EX000457","Diethylene glycol","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","87","20","mM",20,"mM",100,"uL","-","-","EX000457",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20462,20,"mM","uM","111-46-6","Diethylene glycol","DTXSID8020462","","DMSO"
"Diethylstilbestrol","EX000330","Diethylstilbestrol","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E5","268.35000000000002","Sigma-Aldrich","BCBB9994","99.6",NA,NA,20465,19.8700008392334,"mM","uM","56-53-1","Diethylstilbestrol","DTXSID3020465","",NA
"Diethylstilbestrol","EX000432","Diethylstilbestrol","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","62","20","mM",20,"mM",100,"uL","-","-","EX000432",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20465,20,"mM","uM","56-53-1","Diethylstilbestrol","DTXSID3020465","","DMSO"
"Difluoromethyl 1H,1H-perfluoropropyl ether","1483032","1483032","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483032",NA,"F7","200.056",NA,NA,NA,NA,NA,74059,30,"mM","uM","56860-81-2","Difluoromethyl 1H,1H-perfluoropropyl ether","DTXSID0074059","",NA
"Dimethadione","EX000433","Dimethadione","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","63","20","mM",20,"mM",100,"uL","-","-","EX000433",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20478,20,"mM","uM","695-53-4","Dimethadione","DTXSID2020478","",NA
"Dimethoate","EPAPLT0167G06","36","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20479,20.0093994140625,"mM","uM","60-51-5","Dimethoate","DTXSID7020479","",NA
"Dimethoate","EX000486","Dimethoate","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","13","100","mM",100,"mM",100,"uL","-","-","EX000486",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20479,100,"mM","uM","60-51-5","Dimethoate","DTXSID7020479","",NA
"Dimethoate","TT0000177H02","Dimethoate","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","H02","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,20479,"112921039",NA,"",NA,NA,NA,NA,NA,NA,20479,100,"mM","uM","60-51-5","Dimethoate","DTXSID7020479","",NA
"Dimethyl phthalate","EX000397","Dimethyl phthalate","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","27","20","mM",20,"mM",100,"uL","-","-","EX000397",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,22455,20,"mM","uM","131-11-3","Dimethyl phthalate","DTXSID3022455","",NA
"Dinotefuran","EPAPLT0167H01","37","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34549,19.1380996704102,"mM","uM","165252-70-0","Dinotefuran","DTXSID7034549","",NA
"Diphenhydramine hydrochloride","EX000401","Diphenhydramine hydrochloride","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","31","20","mM",20,"mM",100,"uL","-","-","EX000401",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20537,20,"mM","uM","147-24-0","Diphenhydramine hydrochloride","DTXSID4020537","",NA
"Diphenhydramine hydrochloride","TP0001649G01","Diphenhydramine hydrochloride","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","G01",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20537,NA,"TP0001649G01","",NA,NA,NA,NA,NA,NA,20537,20,"mM","uM","147-24-0","Diphenhydramine hydrochloride","DTXSID4020537","",NA
"Disulfiram","TP0001649E11","Disulfiram","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","E11",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,21322,NA,"TP0001649E11","",NA,NA,NA,NA,NA,NA,21322,20,"mM","uM","97-77-8","Tetraethylthiuram disulfide","DTXSID1021322","",NA
"Disulfoton","EPAPLT0167C04","38","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,22018,20.0014991760254,"mM","uM","298-04-4","Disulfoton","DTXSID0022018","",NA
"Disulfoton","TP0001649F06","Disulfoton","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","F06",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,22018,NA,"TP0001649F06","",NA,NA,NA,NA,NA,NA,22018,20,"mM","uM","298-04-4","Disulfoton","DTXSID0022018","",NA
"Doxylamine succinate","EPAPLT0167E08","40","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20552,20.0004997253418,"mM","uM","562-10-7","Doxylamine succinate","DTXSID7020552","",NA
"EPTC","TP0001649A04","EPTC","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","A04",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,24091,NA,"TP0001649A04","",NA,NA,NA,NA,NA,NA,24091,20,"mM","uM","759-94-4","EPTC","DTXSID1024091","",NA
"Emamectin benzoate","EX000524","Emamectin benzoate","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Frank2017","DNT_EXTRA2","9","100","mM",100,"mM",100,"uL","-","-","EX000524",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34566,100,"mM","uM","155569-91-8","Emamectin benzoate","DTXSID0034566","","DMSO"
"Enadoline","TP0001649C12","Enadoline","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C12",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,47258,NA,"TP0001649C12","",NA,NA,NA,NA,NA,NA,47258,20,"mM","uM","124378-77-4","Enadoline","DTXSID4047258","",NA
"Endosulfan","TP0001649G06","Endosulfan","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","G06",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20560,NA,"TP0001649G06","",NA,NA,NA,NA,NA,NA,20560,20,"mM","uM","115-29-7","Endosulfan","DTXSID1020560","",NA
"Endrin","TP0001649G09","Endrin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","G09",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20561,NA,"TP0001649G09","",NA,NA,NA,NA,NA,NA,20561,20,"mM","uM","72-20-8","Endrin","DTXSID6020561","",NA
"Erythromycin","TP0001649D07","Erythromycin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D07",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,22991,NA,"TP0001649D07","",NA,NA,NA,NA,NA,NA,22991,5,"mM","uM","114-07-8","Erythromycin","DTXSID4022991","",NA
"Esfenvalerate","TP0001649C10","Esfenvalerate","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C10",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32667,NA,"TP0001649C10","",NA,NA,NA,NA,NA,NA,32667,20,"mM","uM","66230-04-4","Esfenvalerate","DTXSID4032667","",NA
"Ethoprop","EX000488","Ethoprop","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","15","100","mM",100,"mM",100,"uL","-","-","EX000488",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32611,100,"mM","uM","13194-48-4","Ethoprop","DTXSID4032611","",NA
"Ethoprop","TT0000177D01","Ethoprop","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","D01","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,32611,"112920989",NA,"",NA,NA,NA,NA,NA,NA,32611,100,"mM","uM","13194-48-4","Ethoprop","DTXSID4032611","",NA
"Ethyl perfluorobutyl ether","1483041","1483041","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483041",NA,"G6","264.091",NA,NA,NA,NA,NA,73118,30,"mM","uM","163702-05-4","Ethyl perfluorobutyl ether","DTXSID0073118","",NA
"Ethylene glycol","EX000450","Ethylene glycol","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","80","20","mM",20,"mM",100,"uL","-","-","EX000450",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20597,20,"mM","uM","107-21-1","Ethylene glycol","DTXSID8020597","",NA
"Ethylene thiourea","EPAPLT0167C11","44","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20601,20,"mM","uM","96-45-7","Ethylene thiourea","DTXSID5020601","",NA
"Etofenprox","TP0001649H10","Etofenprox","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","H10",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32610,NA,"TP0001649H10","",NA,NA,NA,NA,NA,NA,32610,20,"mM","uM","80844-07-1","Etofenprox","DTXSID9032610","",NA
"Eugenol","TP0001649B10","Eugenol","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","B10",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20617,NA,"TP0001649B10","",NA,NA,NA,NA,NA,NA,20617,20,"mM","uM","97-53-0","Eugenol","DTXSID9020617","",NA
"FR140423","TP0001649H06","FR140423","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","H06",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,48175,NA,"TP0001649H06","",NA,NA,NA,NA,NA,NA,48175,20,"mM","uM","151506-44-4","Difpas-pyrazole","DTXSID6048175","",NA
"Famotidine","EPAPLT0167C01","46","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23039,19.9997005462646,"mM","uM","76824-35-6","Famotidine","DTXSID5023039","",NA
"Fenamidone","EPAPLT0167E02","47","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34590,19.9995994567871,"mM","uM","161326-34-7","Fenamidone","DTXSID2034590","",NA
"Fenamiphos","TP0001649D05","Fenamiphos","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D05",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,24102,NA,"TP0001649D05","",NA,NA,NA,NA,NA,NA,24102,20,"mM","uM","22224-92-6","Fenamiphos","DTXSID3024102","",NA
"Fenitrothion","TP0001649F08","Fenitrothion","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","F08",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32613,NA,"TP0001649F08","",NA,NA,NA,NA,NA,NA,32613,20,"mM","uM","122-14-5","Fenitrothion","DTXSID4032613","",NA
"Fenpropathrin","TP0001649B05","Fenpropathrin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","B05",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,24002,NA,"TP0001649B05","",NA,NA,NA,NA,NA,NA,24002,20,"mM","uM","39515-41-8","Fenpropathrin","DTXSID0024002","",NA
"Fipronil","EX000525","Fipronil","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Frank2017","DNT_EXTRA2","10","100","mM",100,"mM",100,"uL","-","-","EX000525",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34609,100,"mM","uM","120068-37-3","Fipronil","DTXSID4034609","","DMSO/Ethanol"
"Firemaster 550","EX000332","Firemaster 550","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E7","480.57","Chemtura Corporation","4700OI01A","Not Listed",NA,20160720,880073,20,"mM","uM","860302-33-6","Firemaster 550","DTXSID70880073","",NA
"Flubendiamide","EPAPLT0167F09","49","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,47672,15.1232995986938,"mM","uM","272451-65-7","Flubendiamide","DTXSID4047672","",NA
"Fluconazole","EX000462","Fluconazole","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","92","20","mM",20,"mM",100,"uL","-","-","EX000462",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20627,20,"mM","uM","86386-73-4","Fluconazole","DTXSID3020627","","DMSO"
"Flufenacet","EPAPLT0167E04","50","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32552,19.9995994567871,"mM","uM","142459-58-3","Flufenacet","DTXSID2032552","",NA
"Flufenacet","TP0001649F04","Flufenacet","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","F04",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32552,NA,"TP0001649F04","",NA,NA,NA,NA,NA,NA,32552,20,"mM","uM","142459-58-3","Flufenacet","DTXSID2032552","",NA
"Fluorene","EX000333","Fluorene","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E8","166.22","Sigma-Aldrich","08511TH","99.9","100",NA,24105,20,"mM","uM","86-73-7","Fluorene","DTXSID8024105","",NA
"Fluorene","TP0001649H04","Fluorene","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","H04",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,24105,NA,"TP0001649H04","",NA,NA,NA,NA,NA,NA,24105,20,"mM","uM","86-73-7","Fluorene","DTXSID8024105","",NA
"Fluoxastrobin","TP0001649C07","Fluoxastrobin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C07",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,34625,NA,"TP0001649C07","",NA,NA,NA,NA,NA,NA,34625,20,"mM","uM","361377-29-9","Fluoxastrobin","DTXSID2034625","",NA
"Fluoxetine","EX000489","Fluoxetine","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","16","100","mM",100,"mM",100,"uL","-","-","EX000489",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23067,100,"mM","uM","54910-89-3","Fluoxetine","DTXSID7023067","",NA
"Fluoxetine hydrochloride","EX000468","Fluoxetine","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","98","20","mM",20,"mM",100,"uL","-","-","EX000468",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20635,20,"mM","uM","56296-78-7","Fluoxetine hydrochloride","DTXSID7020635","","DMSO"
"Flurothyl","1475841","1475841","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475841",NA,"C10","182.065",NA,NA,NA,NA,NA,46516,30,"mM","uM","333-36-8","Flurothyl","DTXSID5046516","",NA
"Flusilazole","EX000518","Flusilazole","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Frank2017","DNT_EXTRA2","3","100","mM",100,"mM",100,"uL","-","-","EX000518",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24235,100,"mM","uM","85509-19-9","Flusilazole","DTXSID3024235","","DMSO"
"Folic acid","TP0001649H05","Folic acid","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","H05",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,22519,NA,"TP0001649H05","",NA,NA,NA,NA,NA,NA,22519,20,"mM","uM","59-30-3","Folic acid","DTXSID0022519","",NA
"Fosthiazate","EX000490","Fosthiazate","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","17","100","mM",100,"mM",100,"uL","-","-","EX000490",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34930,100,"mM","uM","98886-44-3","Fosthiazate","DTXSID0034930","",NA
"Fosthiazate","TT0000177B04","Fosthiazate","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","B04","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,34930,"112921016",NA,"",NA,NA,NA,NA,NA,NA,34930,100,"mM","uM","98886-44-3","Fosthiazate","DTXSID0034930","",NA
"Galactosamine hydrochloride","EPAPLT0167B01","52","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,31356,19.9997005462646,"mM","uM","1772-03-8","Galactosamine hydrochloride","DTXSID4031356","",NA
"Glufosinate-P","EX000372","4 Glufosinate-P Technical","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","2","20","mM",20,"mM",100,"uL","-","-","EX000372",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1020544,20,"mM","uM","35597-44-5","Glufosinate-P","DTXSID401020544","",NA
"Glufosinate-P","EX000373","3 Glufosinate-P Technical","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","3","20","mM",20,"mM",100,"uL","-","-","EX000373",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1020544,20,"mM","uM","35597-44-5","Glufosinate-P","DTXSID401020544","",NA
"Glufosinate-P ammonium","EX000374","L-Glufosinate Ammonium","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","4","20","mM",20,"mM",100,"uL","-","-","EX000374",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1020545,20,"mM","uM","73777-50-1","Glufosinate-P ammonium","DTXSID101020545","",NA
"Glufosinate-ammonium","EX000371","Glufosinate Ammonium","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","1","20","mM",20,"mM",100,"uL","-","-","EX000371",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24120,20,"mM","uM","77182-82-2","Glufosinate-ammonium","DTXSID1024120","",NA
"Glycerol","TP0001649C06","Glycerol","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C06",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20663,NA,"TP0001649C06","",NA,NA,NA,NA,NA,NA,20663,20,"mM","uM","56-81-5","Glycerol","DTXSID9020663","",NA
"Glyphosate","EX000408","Glyphosate","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","38","20","mM",20,"mM",100,"uL","-","-","EX000408",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24122,20,"mM","uM","1071-83-6","Glyphosate","DTXSID1024122","","Water"
"Haloperidol","EX000410","Haloperidol","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","40","20","mM",20,"mM",100,"uL","-","-","EX000410",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34150,20,"mM","uM","52-86-8","Haloperidol","DTXSID4034150","","DMSO"
"Heptachlor","EPAPLT0170C04","54","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20679,20,"mM","uM","76-44-8","Heptachlor","DTXSID3020679","",NA
"Heptachlor","EX000334","Heptachlor","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E9","373.32","Radian International","32455-05","99","95.72",NA,20679,20,"mM","uM","76-44-8","Heptachlor","DTXSID3020679","",NA
"Heptachlor","EX000436","Heptachlor","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","66","20","mM",20,"mM",100,"uL","-","-","EX000436",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20679,20,"mM","uM","76-44-8","Heptachlor","DTXSID3020679","",NA
"Heptachlor epoxide B","EX000437","Heptachlor epoxide","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","67","20","mM",20,"mM",100,"uL","-","-","EX000437",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24126,20,"mM","uM","1024-57-3","Heptachlor epoxide B","DTXSID1024126","","DMSO"
"Heptafluorobutyramide","1475816","1475816","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475816",NA,"A5","213.055",NA,NA,NA,NA,NA,60965,30,"mM","uM","662-50-0","Heptafluorobutyramide","DTXSID2060965","",NA
"Heptafluorobutyryl methyl ester","1475853","1475853","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475853",NA,"E2","228.066",NA,NA,NA,NA,NA,59881,30,"mM","uM","356-24-1","Heptafluorobutyryl methyl ester","DTXSID4059881","",NA
"Hexachlorobenzene","EX000438","Hexachlorobenzene","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","68","20","mM",20,"mM",100,"uL","-","-","EX000438",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20682,20,"mM","uM","118-74-1","Hexachlorobenzene","DTXSID2020682","",NA
