"dataset","mea_treatment_name","updated_treatment_name","PREFERRED_NAME","casn","dsstox_substance_id","spid","ALIQUOT_PLATE_BARCODE","filename","notes","cultures","ALIQUOT_WELL_ID","ALIQUOT_SOLVENT","ALIQUOT_DATE","BOTTLE_ID","ALIQUOT_VIAL_BARCODE","LOCATION","MW","Supplier","Lot.Number","chid","chnm","Solvent.used"
"PFAS2018","1475821","1475821","1-Pentafluoroethylethanol","374-40-3","DTXSID70880134","1475821",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475821,"A10",164.075,NA,NA,880134,"1-Pentafluoroethylethanol",NA
"PFAS2018","1475822","1475822","1H,1H-Heptafluorobutanol","375-01-9","DTXSID4059914","1475822",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475822,"B1",200.056,NA,NA,59914,"1H,1H-Heptafluorobutanol",NA
"PFAS2018","1475823","1475823","Perfluoropentanamide","355-81-7","DTXSID70366226","1475823",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180801",NA,NA,NA,NA,1475823,"B2",245.072,NA,NA,366226,"Perfluoropentanamide",NA
"PFAS2018","1475824","1475824","2-Amino-2H-perfluoropropane","1619-92-7","DTXSID70481246","1475824",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475824,"B3",167.054,NA,NA,481246,"2-Amino-2H-perfluoropropane",NA
"PFAS2018","1475825","1475825","1H,1H-Perfluoropentylamine","355-27-1","DTXSID60377826","1475825",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475825,"B4",249.08,NA,NA,377826,"1H,1H-Perfluoropentylamine",NA
"PFAS2018","1475826","1475826","Sevoflurane","28523-86-6","DTXSID8046614","1475826",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475826,"B5",200.056,NA,NA,46614,"Sevoflurane",NA
"PFAS2018","1475827","1475827","3-(Perfluoro-2-butyl)propane-1,2-diol","125070-38-4","DTXSID10382147","1475827",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475827,"B6",294.117,NA,NA,382147,"3-(Perfluoro-2-butyl)propane-1,2-diol",NA
"PFAS2018","1475828","1475828","Perfluoroglutaryl difluoride","678-78-4","DTXSID50218052","1475828",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1475828,"B7",244.04,NA,NA,218052,"Perfluoroglutaryl difluoride",NA
"PFAS2018","1475829","1475829","Nonafluoropentanamide","13485-61-5","DTXSID60400587","1475829",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475829,"B8",263.063,NA,NA,400587,"Nonafluoropentanamide",NA
"PFAS2018","1475830","1475830","3H-Perfluoro-4-hydroxy-3-penten-2-one","1694-30-0","DTXSID90275806","1475830",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475830,"B9",208.059,NA,NA,275806,"3H-Perfluoro-4-hydroxy-3-penten-2-one",NA
"PFAS2018","1475831","1475831","3H-Perfluoro-2,2,4,4-tetrahydroxypentane","77953-71-0","DTXSID70379295","1475831",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475831,"B10",262.08,NA,NA,379295,"3H-Perfluoro-2,2,4,4-tetrahydroxypentane",NA
"PFAS2018","1475832","1475832","3-(Perfluoropropyl)propanol","679-02-7","DTXSID60379269","1475832",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1475832,"C1",228.11,NA,NA,379269,"3-(Perfluoropropyl)propanol",NA
"PFAS2018","1475833","1475833","Bis(1H,1H-perfluoropropyl)amine","883498-76-8","DTXSID50381992","1475833",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475833,"C2",281.097,NA,NA,381992,"Bis(1H,1H-perfluoropropyl)amine",NA
"PFAS2018","1475834","1475834","1-Propenylperfluoropropane","355-95-3","DTXSID70379270","1475834",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1475834,"C3",148.076,NA,NA,379270,"1-Propenylperfluoropropane",NA
"PFAS2018","1475835","1475835","1,1,1,3,3-Pentafluorobutane","406-58-6","DTXSID5073901","1475835",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1475835,"C4",148.076,NA,NA,73901,"1,1,1,3,3-Pentafluorobutane",NA
"PFAS2018","1475836","1475836","Perfluoro-3,6-dioxaoctane-1,8-dioic acid","55621-21-1","DTXSID20375106","1475836",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475836,"C5",322.063,NA,NA,375106,"Perfluoro-3,6-dioxaoctane-1,8-dioic acid",NA
"PFAS2018","1475837","1475837","3-(Perfluoroisopropyl)-2-propenoic acid","243139-64-2","DTXSID40380257","1475837",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475837,"C6",240.077,NA,NA,380257,"3-(Perfluoroisopropyl)-2-propenoic acid",NA
"PFAS2018","1475838","1475838","6H-Perfluorohex-1-ene","1767-94-8","DTXSID10379850","1475838",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1475838,"C7",282.056,NA,NA,379850,"6H-Perfluorohex-1-ene",NA
"PFAS2018","1475839","1475839","Octafluoroadipamide","355-66-8","DTXSID80310730","1475839",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475839,"C8",288.097,NA,NA,310730,"Octafluoroadipamide",NA
"PFAS2018","1475840","1475840","Pentafluoropropanoic anhydride","356-42-3","DTXSID70870515","1475840",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1475840,"C9",310.047,NA,NA,870515,"Pentafluoropropanoic anhydride",NA
"PFAS2018","1475841","1475841","Flurothyl","333-36-8","DTXSID5046516","1475841",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1475841,"C10",182.065,NA,NA,46516,"Flurothyl",NA
"PFAS2018","1475842","1475842","tris(Trifluoroethoxy)methane","58244-27-2","DTXSID30395037","1475842",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475842,"D1",310.116,NA,NA,395037,"tris(Trifluoroethoxy)methane",NA
"PFAS2018","1475843","1475843","4:2 Fluorotelomer sulfonic acid","757124-72-4","DTXSID30891564","1475843",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475843,"D2",328.149,NA,NA,891564,"4:2 Fluorotelomer sulfonic acid",NA
"PFAS2018","1475844","1475844","Perfluoro-3,6,9-trioxatridecanoic acid","330562-41-9","DTXSID50375114","1475844",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475844,"D3",562.083,NA,NA,375114,"Perfluoro-3,6,9-trioxatridecanoic acid",NA
"PFAS2018","1475845","1475845","Methyl perfluorohexanoate","424-18-0","DTXSID20335700","1475845",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1475845,"D4",328.081,NA,NA,335700,"Methyl perfluorohexanoate",NA
"PFAS2018","1475846","1475846","Perfluorooctanesulfonic acid","1763-23-1","DTXSID3031864","1475846",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180815",NA,NA,NA,NA,1475846,"D5",500.126,NA,NA,31864,"Perfluorooctanesulfonic acid",NA
"PFAS2018","1475847","1475847","Perfluorononanoic acid","375-95-1","DTXSID8031863","1475847",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475847,"D6",464.078,NA,NA,31863,"Perfluorononanoic acid",NA
"PFAS2018","1475848","1475848","Perfluoro-2-methyl-3-oxahexanoic acid","13252-13-6","DTXSID70880215","1475848",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475848,"D7",330.053,NA,NA,880215,"Perfluoro-2-methyl-3-oxahexanoic acid",NA
"PFAS2018","1475849","1475849","Perfluoro(propyl vinyl ether)","1623-05-8","DTXSID0061826","1475849",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1475849,"D8",266.038,NA,NA,61826,"Perfluoro(propyl vinyl ether)",NA
"PFAS2018","1475850","1475850","Perfluoro(4-methoxybutanoic) acid","863090-89-5","DTXSID60500450","1475850",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475850,"D9",280.046,NA,NA,500450,"Perfluoro(4-methoxybutanoic) acid",NA
"PFAS2018","1475851","1475851","4:2 Fluorotelomer alcohol","2043-47-2","DTXSID1062122","1475851",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1475851,"D10",264.091,NA,NA,62122,"4:2 Fluorotelomer alcohol",NA
"PFAS2018","1475852","1475852","Perfluorobutyraldehyde","375-02-0","DTXSID10190946","1475852",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1475852,"E1",198.04,NA,NA,190946,"Perfluorobutyraldehyde",NA
"PFAS2018","1475853","1475853","Heptafluorobutyryl methyl ester","356-24-1","DTXSID4059881","1475853",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1475853,"E2",228.066,NA,NA,59881,"Heptafluorobutyryl methyl ester",NA
"PFAS2018","1475854","1475854","2,2-Difluoroethyl triflate","74427-22-8","DTXSID30378880","1475854",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1475854,"E3",214.106,NA,NA,378880,"2,2-Difluoroethyl triflate",NA
"PFAS2018","1475855","1475855","N-Methylperfluorooctanesulfonamide","31506-32-8","DTXSID1067629","1475855",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475855,"E4",513.169,NA,NA,67629,"N-Methylperfluorooctanesulfonamide",NA
"PFAS2018","1475856","1475856","Potassium perfluorooctanesulfonate","2795-39-3","DTXSID8037706","1475856",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475856,"E5",538.216,NA,NA,37706,"Potassium perfluorooctanesulfonate",NA
"PFAS2018","1475857","1475857","1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol","129301-42-4","DTXSID70381090","1475857",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475857,"E6",294.097,NA,NA,381090,"1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol",NA
"PFAS2018","1475858","1475858","11:1 Fluorotelomer alcohol","423-65-4","DTXSID80375107","1475858",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475858,"E7",600.118,NA,NA,375107,"11:1 Fluorotelomer alcohol",NA
"PFAS2018","1475859","1475859","Perfluorooctanesulfonamide","754-91-6","DTXSID3038939","1475859",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475859,"E8",499.142,NA,NA,38939,"Perfluorooctanesulfonamide",NA
"PFAS2018","1475860","1475860","8:2 Fluorotelomer alcohol","678-39-7","DTXSID7029904","1475860",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475860,"E9",464.122,NA,NA,29904,"8:2 Fluorotelomer alcohol",NA
"PFAS2018","1475861","1475861","Potassium perfluorohexanesulfonate","3871-99-6","DTXSID3037709","1475861",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1475861,"E10",438.201,NA,NA,37709,"Potassium perfluorohexanesulfonate",NA
"PFAS2018","1483026","1483026","6:2 Fluorotelomer methacrylate","2144-53-8","DTXSID3047558","1483026",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1483026,"F1",432.181,NA,NA,47558,"6:2 Fluorotelomer methacrylate",NA
"PFAS2018","1483027","1483027","3,3,4,4,5,5,6,6,6-Nonafluorohexene","19430-93-4","DTXSID6047575","1483027",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1483027,"F2",246.076,NA,NA,47575,"3,3,4,4,5,5,6,6,6-Nonafluorohexene",NA
"PFAS2018","1483028","1483028","2H,2H,3H,3H-Perfluorooctanoic acid","914637-49-3","DTXSID20874028","1483028",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180905",NA,NA,NA,NA,1483028,"F3",342.1,NA,NA,874028,"2H,2H,3H,3H-Perfluorooctanoic acid",NA
"PFAS2018","1483029","1483029","Perfluorobutanoic acid","375-22-4","DTXSID4059916","1483029",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483029,"F4",214.039,NA,NA,59916,"Perfluorobutanoic acid",NA
"PFAS2018","1483030","1483030","5H-Octafluoropentanoyl fluoride","813-03-6","DTXSID70379730","1483030",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1483030,"F5",248.048,NA,NA,379730,"5H-Octafluoropentanoyl fluoride",NA
"PFAS2018","1483031","1483031","Perfluorobutanesulfonyl fluoride","375-72-4","DTXSID20861913","1483031",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1483031,"F6",302.086,NA,NA,861913,"Perfluorobutanesulfonyl fluoride",NA
"PFAS2018","1483032","1483032","Difluoromethyl 1H,1H-perfluoropropyl ether","56860-81-2","DTXSID0074059","1483032",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1483032,"F7",200.056,NA,NA,74059,"Difluoromethyl 1H,1H-perfluoropropyl ether",NA
"PFAS2018","1483033","1483033","Hexafluoroamylene glycol","376-90-9","DTXSID3059927","1483033",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483033,"F8",212.091,NA,NA,59927,"Hexafluoroamylene glycol",NA
"PFAS2018","1483034","1483034","5H-Perfluoropentanal","2648-47-7","DTXSID20337466","1483034",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1483034,"F9",230.057,NA,NA,337466,"5H-Perfluoropentanal",NA
"PFAS2018","1483035","1483035","Perfluorobutanesulfonic acid","375-73-5","DTXSID5030030","1483035",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483035,"F10",299.087,NA,NA,30030,"Perfluorobutanesulfonic acid",NA
"PFAS2018","1483036","1483036","N-Ethylperfluorooctanesulfonamide","4151-50-2","DTXSID1032646","1483036",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483036,"G1",527.196,NA,NA,32646,"N-Ethylperfluorooctanesulfonamide",NA
"PFAS2018","1483037","1483037","Perfluorooctanesulfonamido ammonium iodide","1652-63-7","DTXSID8051419","1483037",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483037,"G2",229.1,NA,NA,51419,"Perfluorooctanesulfonamido ammonium iodide",NA
"PFAS2018","1483038","1483038","4H-Perfluorobutanoic acid","679-12-9","DTXSID50892417","1483038",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483038,"G3",196.048,NA,NA,892417,"4H-Perfluorobutanoic acid",NA
"PFAS2018","1483039","1483039","2-(Trifluoromethoxy)ethyl trifluoromethanesulfonate","329710-76-1","DTXSID00442840","1483039",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483039,"G4",262.122,NA,NA,442840,"2-(Trifluoromethoxy)ethyl trifluoromethanesulfonate",NA
"PFAS2018","1483040","1483040","Allyl perfluoroisopropyl ether","15242-17-8","DTXSID10370988","1483040",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1483040,"G5",226.094,NA,NA,370988,"Allyl perfluoroisopropyl ether",NA
"PFAS2018","1483041","1483041","Ethyl perfluorobutyl ether","163702-05-4","DTXSID0073118","1483041",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181024",NA,NA,NA,NA,1483041,"G6",264.091,NA,NA,73118,"Ethyl perfluorobutyl ether",NA
"PFAS2018","1483042","1483042","Methyl perfluoroethyl ketone","374-41-4","DTXSID90285748","1483042",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181114",NA,NA,NA,NA,1483042,"G7",162.059,NA,NA,285748,"Methyl perfluoroethyl ketone",NA
"PFAS2018","1483043","1483043","Perfluoro-3,6-dioxaheptanoic acid","151772-58-6","DTXSID30382063","1483043",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483043,"G8",296.045,NA,NA,382063,"Perfluoro-3,6-dioxaheptanoic acid",NA
"PFAS2018","1483044","1483044","Potassium perfluorobutanesulfonate","29420-49-3","DTXSID3037707","1483044",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483044,"G9",338.185,NA,NA,37707,"Potassium perfluorobutanesulfonate",NA
"PFAS2018","1483045","1483045","6:2 Fluorotelomer alcohol","647-42-7","DTXSID5044572","1483045",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483045,"G10",364.106,NA,NA,44572,"6:2 Fluorotelomer alcohol",NA
"PFAS2018","1483051","1483051","Ammonium perfluorooctanoate","3825-26-1","DTXSID8037708","1483051",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483051,"H1",431.101,NA,NA,37708,"Ammonium perfluorooctanoate",NA
"PFAS2018","1483052","1483052","Perfluorooctanoic acid","335-67-1","DTXSID8031865","1483052",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20180912",NA,NA,NA,NA,1483052,"H2",414.07,NA,NA,31865,"Perfluorooctanoic acid",NA
"PFAS2018","1483053","1483053","Perfluorohexanoic acid","307-24-4","DTXSID3031862","1483053",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1483053,"H3",314.054,NA,NA,31862,"Perfluorohexanoic acid",NA
"PFAS2018","1483054","1483054","N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide","1691-99-2","DTXSID6027426","1483054",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1483054,"H4",571.249,NA,NA,27426,"N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide",NA
"PFAS2018","1483055","1483055","Potassium perfluorohexanesulfonate","3871-99-6","DTXSID3037709","1483055",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA,"20181017",NA,NA,NA,NA,1483055,"H5",438.2,NA,NA,37709,"Potassium perfluorohexanesulfonate",NA
"PFAS2018","Acetaminophen","Acetaminophen","Acetaminophen","103-90-2","DTXSID2020006","EX000404","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx",NA,"20181114","34","-","-","EX000404",NA,"",NA,NA,NA,20006,"Acetaminophen","Water"
"PFAS2018","Bisphenol A","Bisphenol A","Bisphenol A","80-05-7","DTXSID7020182","EX000420","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx",NA,"20181114","50","-","-","EX000420",NA,"",NA,NA,NA,20182,"Bisphenol A","DMSO"
"PFAS2018","Loperamide","4-(4-Chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenylpiperidine-1-butyramide monohydrochloride","4-(4-Chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenylpiperidine-1-butyramide monohydrochloride","34552-83-5","DTXSID00880006","EX000411","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Lot # BCBP2026 (see 2018114 lab notebook) matches Lot # in L:\Lab\NHEERL_MEA\Project - Glufosinate\Documents\Loperamide_CoA.pdf","20181114","41","-","-","EX000411",NA,"",NA,NA,NA,880006,"4-(4-Chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenylpiperidine-1-butyramide monohydrochloride","DMSO"
"ToxCast2016","1,1,2,2-Tetrahydroperfluoro-1-decanol - TP0001411","Clotrimazole","Clotrimazole","23593-75-1","DTXSID7029871","TP0001411E01","TP0001411","EPA_11024_TShafer_384ph2_75ul_13May2015.xlsx","See lab noteook 20171011. TP0001411 + ToxCast Plate Location E01 corresponds to Clotrimazole; Lab Notebook ToxCast Plate ID indicates TP0001411 E01","20171011","E01","DMSO",NA,NA,NA,"",NA,NA,NA,29871,"Clotrimazole",NA
"ToxCast2016","17beta Estradiol","17beta-Estradiol","17beta-Estradiol","50-28-2","DTXSID0020573","TP0001649G08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","","20170222,20171004","G08","DMSO","42586",NA,NA,"",NA,NA,NA,20573,"17beta-Estradiol",NA
"ToxCast2016","1H,1H,2H,2H-Perfluorooctyl iodide - TP0001413","1H,1H,2H,2H-Perfluorooctyl iodide","1H,1H,2H,2H-Perfluorooctyl iodide","2043-57-4","DTXSID2047565","TP0001413A04","TP0001413","EPA_11024_TShafer_384ph2_75ul_13May2015.xlsx","","20171011","A04","DMSO",NA,NA,NA,"",NA,NA,NA,47565,"1H,1H,2H,2H-Perfluorooctyl iodide",NA
"ToxCast2016","3 Iodo 2 propynyl N butylcarbamate,IPBC","3-Iodo-2-propynyl-N-butylcarbamate","3-Iodo-2-propynyl-N-butylcarbamate","55406-53-6","DTXSID0028038","TP0001649E01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper Table 1 as the PREFERRED_NAME and Common name","20170201,20170920","E01","DMSO","42586",NA,NA,"",NA,NA,NA,28038,"3-Iodo-2-propynyl-N-butylcarbamate",NA
"ToxCast2016","6-Methyl-2-thiouracil","6-Methyl-2-thiouracil","6-Methyl-2-thiouracil","56-04-2","DTXSID2020890","TP0001649A12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","A12","DMSO","42586",NA,NA,"",NA,NA,NA,20890,"6-Methyl-2-thiouracil",NA
"ToxCast2016","6-propyl-2-thiouracil,6 Propyl 2 thiouracil","6-Propyl-2-thiouracil","6-Propyl-2-thiouracil","51-52-5","DTXSID5021209","TP0001649B07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","","20171004","B07","DMSO","42586",NA,NA,"",NA,NA,NA,21209,"6-Propyl-2-thiouracil",NA
"ToxCast2016","Abamectin","Abamectin","Abamectin","71751-41-2","DTXSID8023892","TP0001649H03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170222,20171004","H03","DMSO","42586",NA,NA,"",NA,NA,NA,23892,"Abamectin",NA
"ToxCast2016","Acenaphthene","Acenaphthene","Acenaphthene","83-32-9","DTXSID3021774","TP0001649D09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816","D09","DMSO","42586",NA,NA,"",NA,NA,NA,21774,"Acenaphthene",NA
"ToxCast2016","Acenaphthylene","Acenaphthylene","Acenaphthylene","208-96-8","DTXSID3023845","TP0001649H08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816,20171011","H08","DMSO","42586",NA,NA,"",NA,NA,NA,23845,"Acenaphthylene",NA
"ToxCast2016","Aldrin","Aldrin","Aldrin","309-00-2","DTXSID8020040","TP0001649G11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20161109","G11","DMSO","42586",NA,NA,"",NA,NA,NA,20040,"Aldrin",NA
"ToxCast2016","Allethrin","Allethrin","Allethrin","584-79-2","DTXSID8035180","TP0001649F12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","F12","DMSO","42586",NA,NA,"",NA,NA,NA,35180,"Allethrin",NA
"ToxCast2016","Aspirin","Aspirin","Aspirin","50-78-2","DTXSID5020108","TP0001649G04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20161109","G04","DMSO","42586",NA,NA,"",NA,NA,NA,20108,"Aspirin",NA
"ToxCast2016","Atrazine","Atrazine","Atrazine","1912-24-9","DTXSID9020112","TP0001649E05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","E05","DMSO","42586",NA,NA,"",NA,NA,NA,20112,"Atrazine",NA
"ToxCast2016","Azoxystrobin","Azoxystrobin","Azoxystrobin","131860-33-8","DTXSID0032520","TP0001649G05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","G05","DMSO","42586",NA,NA,"",NA,NA,NA,32520,"Azoxystrobin",NA
"ToxCast2016","Benz(a)anthracene","Benz(a)anthracene","Benz(a)anthracene","56-55-3","DTXSID5023902","TP0001649B04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816","B04","DMSO","42586",NA,NA,"",NA,NA,NA,23902,"Benz(a)anthracene",NA
"ToxCast2016","Benzo(b)fluoranthene","Benzo(b)fluoranthene","Benzo(b)fluoranthene","205-99-2","DTXSID0023907","TP0001649G02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816,20171011","G02","DMSO","42586",NA,NA,"",NA,NA,NA,23907,"Benzo(b)fluoranthene",NA
"ToxCast2016","Bifenthrin","Bifenthrin","Bifenthrin","82657-04-3","DTXSID9020160","TP0001649H07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","H07","DMSO","42586",NA,NA,"",NA,NA,NA,20160,"Bifenthrin",NA
"ToxCast2016","Bisphenol AF","Bisphenol AF","Bisphenol AF","1478-61-1","DTXSID7037717","TP0001649A01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20171004","A01","DMSO","42586",NA,NA,"",NA,NA,NA,37717,"Bisphenol AF",NA
"ToxCast2016","Bisphenol B","Bisphenol B","Bisphenol B","77-40-7","DTXSID4022442","TP0001649H02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170222,20171004","H02","DMSO","42586",NA,NA,"",NA,NA,NA,22442,"Bisphenol B",NA
